Actor_User_Luid,Document_Index_generated,Endpoint_Name,Event_Outcome,Event_Outcome_Reason,Event_Time,Initiating_User_Id,Initiating_User_Luid,initiatingUserEmail,licensingRoleName,Ip_Address,Method,Referrer,Request_Id,Request_Uri,Service_Name,Session_Id,Site_Luid,Site_Name,Site_Uri,Trace_Uuid,User_Agent,View_Id,View_Name,View_Repo_Url,Vizql_Session_Id,Workbook_Id,Workbook_Name,Duration,Number_of_Records_per_vizqlserver,Workbook_Revision
96480960-20a7-4049-85d1-c08f4056b70f,36693,/workbook/load,Succeeded,Invalid Request,2025-03-08T06:49:23,7,f709b42f-ef5f-4823-9ca9-8dc49f63e265,francojessica@yahoo.com,Explorer,109.134.140.208,POST,https://williams.com/,a0cfefae-8a6a-41b9-a5a5-2097abe177a2,explore,vizqlserver,3f7c9f72-1d97-4945-8ec1-33dc9d469576,3fb782b2-8482-4bb7-880b-0c47853c98fd,hall-smith.org,center-mention-same,c8b64a0d-12f6-45bc-b54c-9bb2ebd874f6,Opera/9.98.(X11; Linux x86_64; bs-BA) Presto/2.9.170 Version/12.00,312a1cd9-fefd-4970-a615-ac294c1b4bcb,Seamless coherent synergy,https://www.jones-gallagher.com/list/main/,05503dea-e12d-4dfd-b961-b95f409ad6bc,32c4f5a9-286e-46da-9cb8-9456ea4c0fe2,Visualize Customized Paradigms,6751,6,8
b033bdf1-6bec-4335-97c6-1fe8d74e1e6c,20610,/vizql/welcome,Failed,,2025-03-06T19:37:15,27,c70ea772-efbb-441b-8bac-39d7d88ca8e3,bryan43@wright-acevedo.info,Explorer,90.195.231.36,GET,http://www.roberts-santos.com/posts/register/,b55933e4-b9d7-43df-86bd-ee5a49009f0d,main/main/app,backgrounder,c5d0a74a-076f-47e2-a2db-9603ab0290f0,cd0741af-5f23-4186-98e5-67109c8b9980,vega.com,real-a-evening,c5bd3e7b-334d-4577-ace3-bbfe47fc2f17,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_2; rv:1.9.3.20) Gecko/2016-04-17 19:31:56 Firefox/11.0,b9faa693-552f-40e9-94f6-80cbe8ef0489,Focused logistical task-force,http://beck.com/app/blog/privacy/,c35ea2b3-8c65-4e43-9544-80c9e1ec792a,736c2d02-d069-44e1-8051-074e156be4a4,Brand Synergistic Channels,4877,79,2
c4c99722-fb3d-45d8-9c00-8efe5a3799d9,27944,/workbook/load,Failed,,2025-03-25T10:56:58,73,962d45f7-de21-4648-a35e-121aa38fa7ca,samuel12@jones-chan.com,Creator,38.155.169.70,POST,https://www.walsh.net/tag/tags/homepage.php,6db8e01c-4231-4024-b758-4cbc98443b4a,categories/category,dataserver,385bcfae-fdd0-4306-8f03-2cab4a0a79cc,a5c210f0-ad70-47d3-94db-a3823f80a569,lewis-hammond.com,pay-education-major,ea958a72-3006-4668-9157-d29b409b6ecb,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_4; rv:1.9.2.20) Gecko/2019-03-31 19:48:54 Firefox/3.8,b2c6723f-46c6-48c6-beb4-d569be1baf59,Profit-focused client-server extranet,https://camacho.com/,dcc126b3-1d95-4865-9424-35df79b1df1e,98cfb779-db3b-4ef3-b631-c9f064575406,Strategize Viral E-Business,9489,37,14
e67dab1c-1e2e-400c-b18f-bb5951c9e93a,34863,/dataserver/query,Failed,Timeout,2025-03-10T16:33:56,55,4557ae31-29c8-426e-b208-83f1b68eb6f3,marshallchris@gmail.com,Explorer,158.110.245.228,PUT,https://williams.com/login/,0f1f22e7-77b3-4705-8be5-18aa36260ae1,app/tags,backgrounder,2d53962b-d629-450d-91dd-0f455eb940f1,bbf32a44-d3b9-4042-a7e1-d25dfdb66ab4,dunn-hill.com,face-process-guess,65bb9ed7-3cd4-4829-b5a7-308c644d3e1f,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.0),5b29dbe0-9eb2-418e-ab8d-52fc2409ddd7,Quality-focused disintermediate Graphic Interface,http://moore.org/search/search/tag/login.htm,a30bc55f-73f9-4484-8378-2148c1d186b4,6483fa39-6f88-4d0a-93ae-6194755ff3f7,Enhance Clicks-And-Mortar Paradigms,3204,11,11
40aba722-a72d-416f-b980-11e804b983fe,50138,/workbook/load,Failed,Permission Denied,2025-03-10T07:44:41,48,c6db9403-4d68-4946-8a9a-d6f1e30b281b,lesliehudson@morgan.com,Explorer,178.165.181.139,PUT,https://www.smith.com/,717d9356-d8ab-4d64-b83c-40440b278608,main/search/main,vizqlserver,a83a1b5f-b40b-4cea-bbde-556becadd235,f506130b-e24e-4e84-8bfd-d29867c8d0d8,dyer.com,show-my-million,8062d6c7-2b7f-4fb0-b166-741d91857e01,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/42.0.895.0 Safari/535.0",4a86916b-54a7-467c-8435-f342d2e4d794,Re-contextualized next generation algorithm,http://marquez.com/login.htm,3e4b6458-46d8-450c-80c2-964b836c8f09,1c6c799c-ab82-4bbb-afc0-e8d55ed1b406,Re-Contextualize Customized Communities,6041,5,13
b6251786-4eee-41e7-a219-5fc180c2b200,81178,/workbook/load,Failed,,2025-03-18T06:25:15,38,fdb91559-57b5-4f7f-bb68-0717cd8eda07,elizabethcruz@cortez.info,Explorer,24.218.158.43,PUT,http://www.buckley-rodriguez.com/,c6d7b6a3-a39e-4506-8f64-8d3565e94af2,explore,vizqlserver,321b9e2d-d414-4da8-8681-7500fb0dfb81,d85ee1a7-4bfe-4e65-b9a6-ff9f06454472,hardy.net,mrs-offer-forward,f83143d0-9f3e-4b86-9276-fcf7d4ec3b04,Mozilla/5.0 (Android 2.2; Mobile; rv:21.0) Gecko/21.0 Firefox/21.0,8bf84ef5-a37c-4f0c-81bf-30bf16a2f4c5,Streamlined logistical definition,https://smith.biz/search/,944086a1-543b-4dea-b268-be858d50856e,0c554994-4e6c-42d8-a86d-ada9adb145a5,Architect Customized E-Commerce,1776,69,8
b2a58a9d-4b00-4423-b8c4-8c74b02c5f69,90919,/workbook/load,Failed,Invalid Request,2025-04-03T19:46:36,100,d7abf541-bc2a-4a23-83ec-77931a1cb340,rileyjeff@smith.info,Creator,122.248.221.112,GET,https://lee-jimenez.com/main.asp,baedff81-2d9a-4093-aa0d-d23affe5ef33,category,backgrounder,6b6b0436-911e-4b72-b48f-f11282e2e689,4530a0b4-b6c6-4839-a81e-7e011b44c1db,ponce.biz,whose-since-meet,e194f62a-3c07-4cee-ad49-26b4c43a60fc,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.0),6334a4e0-9fba-4bd7-991b-b16049381766,Assimilated optimal budgetary management,http://bailey-york.com/home/,15ce527d-a038-413e-9101-f4b0f9b7caeb,cf182281-24ab-4b84-b734-7648b180115f,Grow Rich Vortals,769,17,4
abf9bc50-09af-42f0-887b-8ef040ffdc5c,11026,/dataserver/query,Succeeded,Timeout,2025-04-04T08:21:21,31,bd4a8b21-701f-47f7-aa60-81645c450ee7,timothy53@yahoo.com,Creator,83.169.35.227,PUT,http://chang.biz/list/main/category.html,e38aea5e-4f3c-4aa3-b2d8-ff91909588e0,blog/search,backgrounder,1393a5c7-065f-46d3-82c5-75758e9fcf25,e1f8bbc3-a9bc-4f02-b831-56cf57e9f882,herman-boone.com,morning-center,bdffd000-08d3-434d-b579-ed7bb64d04c4,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/15.0.868.0 Safari/531.0",41cc5793-55bc-4034-8b16-76ef0f6d8d9f,Object-based regional structure,http://clark.biz/,d7e5475a-a814-4435-b81a-708d2dc042cc,8a25cf8c-971e-403b-8c6f-61c9201c0411,Facilitate Cross-Media E-Business,8614,81,13
fe666f61-ee14-4b76-8268-5cb7dbe92f32,41367,/vizql/welcome,Failed,,2025-03-10T23:27:37,99,2b447209-4db0-430d-b9a0-027e084d8f45,chenluis@rhodes.com,Creator,76.160.147.168,POST,https://oliver-rangel.com/index.php,289ef90f-d390-4b3a-b7fc-644cdd74268e,list/app/tags,vizqlserver,97d6a4c1-8be7-4073-988f-043ecbf09501,49ee64c0-024f-474a-9505-a64e07604bb4,mcclain-clark.com,main-form-ago,d451ac82-51b0-444f-8115-02ae58dc24ed,Mozilla/5.0 (Android 4.0; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,4cb8d2f6-83d5-4c05-8912-7baa6f0331fc,Reduced full-range extranet,https://www.garcia.info/posts/tags/post.htm,3ca95416-925c-40e0-8138-b5ff01b098ae,38eaa306-51d1-41df-8756-be6f395d0aac,Syndicate Dynamic Systems,2525,64,1
c3594723-4797-41e3-8aa7-c884eaee9377,43882,/vizql/welcome,Succeeded,Permission Denied,2025-03-16T23:55:43,32,f04fc328-ec30-4f9e-b081-3dace3864e5e,ehogan@cook.biz,Viewer,144.64.205.76,POST,http://www.kirk.com/app/posts/category/index/,d20e1f45-c699-4e9a-93e5-25095ea36414,wp-content/tag/categories,dataserver,879975c5-69ba-4f14-9f96-dc056fea9a38,49f97896-b199-4c5a-ad34-582a50fb3916,rangel.com,really-condition,4cf5ad1d-9242-45f9-ae30-015cf4068df2,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; or-IN) AppleWebKit/532.14.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6532.14.5",8005a68f-b0aa-49b8-b804-3f1f1c328528,Pre-emptive asymmetric adapter,http://boyd.com/posts/category/search/,380de887-24be-4af1-b0fd-fb8eaee39ed8,9ed855e2-7924-47e4-b10d-7442efbd166e,Re-Contextualize Robust Applications,7034,66,5
